artist;song;duration_ms;year;tempo;genre;energy;key;loudness
*NSYNC;Girlfriend;253600;2001;93.967;pop;0.807;0;-5.191
Britney Spears;Lucky;206226;2000;95.026;pop;0.791;8;-5.707
Wayne Wonder;No Letting Go;202013;2003;100.215;hip hop, R&B;0.819;5;-5.656
The Veronicas;Untouched;255360;2005;177.008;pop, Dance/Electronic;0.783;6;-4.893
Linkin Park;Faint;162600;2003;135.095;rock, metal;0.978;4;-3.554
Fitz and The Tantrums;HandClap;193253;2016;139.956;pop, rock;0.836;8;-3.004
Christina Milian;Dip It Low;197186;2004;169.131;hip hop, pop, R&B;0.722;11;-4.207
The Wanted;All Time Low;205200;2010;134.036;pop, Dance/Electronic;0.615;8;-5.022
Justin Timberlake;Cry Me a River;288333;2002;73.898;pop;0.654;8;-6.582
Travis Scott;SICKO MODE;312820;2018;155.008;hip hop, Dance/Electronic;0.73;8;-3.714
Leona Lewis;A Moment Like This;257293;2007;70.543;pop, R&B;0.562;8;-3.667
Destiny's Child;Lose My Breath;242013;2004;119.011;pop, R&B;0.899;1;-5.958
Lil Wayne;6 Foot 7 Foot;248586;2011;79.119;hip hop, pop;0.752;2;-5.429
The Fray;You Found Me;241853;2009;151.994;pop;0.803;8;-5.412
Robbie Williams;Eternity;302760;2001;77.967;pop, rock;0.316;10;-8.106
Ayo & Teo;Rolex;238586;2017;144.946;hip hop, pop;0.886;1;-2.512
Tyler, The Creator;EARFQUAKE;190066;2019;79.635;hip hop;0.498;9;-8.866
Black Eyed Peas;Just Can’t Get Enough;219426;2010;94.05;hip hop, pop;0.628;0;-8.685
Dizzee Rascal;Dance Wiv Me - Radio Edit;204093;2011;111.996;hip hop, pop, Dance/Electronic;0.746;11;-4.281
Backstreet Boys;Show Me the Meaning of Being Lonely;234960;1999;167.998;pop;0.625;6;-5.088
Miley Cyrus;See You Again;190453;2007;138.975;pop;0.911;9;-5.098
David Guetta;Lovers on the Sun (feat. Sam Martin);203520;2014;124.915;hip hop, pop, Dance/Electronic;0.891;6;-2.505
Twista;Slow Jamz;316053;2004;145.115;hip hop, pop, R&B;0.733;2;-5.659
P!nk;Stupid Girls;197173;2006;100.04;pop;0.886;4;-5.045
Lady A;Just A Kiss;218840;2011;142.881;pop, country;0.639;1;-5.826
Lady Gaga;Bad Romance;294573;2009;119.001;pop;0.921;0;-3.755
Toni Braxton;He Wasn't Man Enough;261933;2000;88.009;pop, R&B;0.947;11;-1.916
Soulja Boy;Kiss Me Thru The Phone;193386;2008;149.998;hip hop, pop;0.712;7;-3.781
Tinie Tempah;Pass Out;268053;2010;91.1;hip hop, pop, Dance/Electronic;0.891;1;-3.261
Mac Miller;Donald Trump;165908;2011;162.994;hip hop;0.901;1;-7.094
will.i.am;Heartbreaker;327880;2007;120.051;hip hop, pop;0.549;9;-8.793
Truth Hurts;Addictive;226440;2002;99.271;pop, R&B;0.677;11;-6.591
KT Tunstall;Suddenly I See;201706;2005;100.38;World/Traditional, pop, Folk/Acoustic;0.767;0;-5.713
Nina Sky;Move Ya Body;232000;2004;121.057;pop, R&B;0.712;11;-6.313
Cardi B;Bodak Yellow;223712;2018;125.022;hip hop, pop;0.703;11;-6.337
Tweet;Oops (Oh My) [feat. Missy Elliott];237800;2002;159.963;hip hop, pop, R&B;0.536;10;-8.786
Maroon 5;One More Night;219546;2012;92.997;pop;0.821;5;-3.435
Sia;Elastic Heart;257200;2014;130.075;pop;0.791;9;-4.998
Enrique Iglesias;DUELE EL CORAZON (feat. Wisin);199693;2016;91.03;pop, latin;0.908;8;-3.254
A Boogie Wit da Hoodie;Look Back at It;179449;2018;96.057;hip hop;0.587;3;-5.075
Gorillaz;Clint Eastwood;340920;2001;167.953;hip hop;0.694;10;-8.627
La Roux;Bulletproof;205733;2009;123.016;pop, Dance/Electronic;0.882;3;-2.771
Gym Class Heroes;Cookie Jar (feat. The-Dream);216317;2008;113.053;hip hop, pop;0.668;5;-4.061
Asher Roth;I Love College;241933;2009;86.444;hip hop, pop;0.826;8;-4.075
Daddy Yankee;Dura;200480;2018;95.001;latin;0.84;1;-3.416
Young Money;BedRock;288133;2009;148.005;hip hop, pop;0.664;8;-6.163
Finger Eleven;Paralyzer;208106;2007;106.031;rock, metal;0.939;11;-3.486
Black Eyed Peas;Don't Phunk With My Heart;239773;2005;130.889;hip hop, pop;0.928;5;-2.76
Manic Street Preachers;Your Love Alone Is Not Enough (feat. Nina Persson);235693;2007;126.766;rock, pop;0.921;2;-3.049
Marshmello;Happier;214289;2018;100.015;pop, Dance/Electronic;0.792;5;-2.749
Mark Ronson;Stop Me (feat. Daniel Merriweather);232946;2007;118.035;pop;0.906;0;-4.334
Tyga;Rack City;203200;2012;98.986;hip hop, pop;0.339;1;-10.881
James Blunt;1973;280026;2007;123.007;pop;0.668;9;-7.928
Petey Pablo;Freek-A-Leek;235186;2003;104.917;hip hop, pop;0.697;2;-3.716
MKTO;Classic;175426;2012;102.071;hip hop, pop;0.791;1;-4.689
21 Savage;Bank Account;220306;2017;75.016;hip hop;0.347;8;-8.227
The Ting Tings;That's Not My Name;310573;2008;145.042;pop, rock, Dance/Electronic;0.901;9;-3.152
Macklemore & Ryan Lewis;Thrift Shop (feat. Wanz);235613;2012;94.992;hip hop, pop;0.526;6;-6.985
Ariana Grande;boyfriend (with Social House);186106;2019;190.097;pop;0.795;10;-3.731
Ultrabeat;Pretty Green Eyes - Radio Edit;201920;2003;139.993;pop, Dance/Electronic;0.775;1;-10.284
Fabolous;Throw It In The Bag;231573;2009;172.049;hip hop, pop, R&B;0.55;11;-7.423
Rudimental;Waiting All Night (feat. Ella Eyre);292586;2013;174.983;pop, Dance/Electronic;0.728;6;-5.358
Justin Bieber;Love Yourself;233720;2015;100.418;pop;0.378;4;-9.828
Ariana Grande;Love Me Harder;236133;2014;98.992;pop;0.714;1;-4.389
Pitbull;Timber (feat. Ke$ha);204160;2012;129.992;hip hop, pop, latin;0.963;11;-4.087
Coldplay;Every Teardrop Is a Waterfall;240796;2011;117.98;rock, pop;0.732;9;-6.883
DJ Casper;Cha Cha Slide - Hardino Mix;222146;2004;131.012;set();0.911;11;-6.722
Blanco Brown;The Git Up;200593;2019;97.984;hip hop, country;0.678;9;-8.635
No Doubt;It's My Life;226053;2003;126.326;rock, pop;0.735;8;-5.074
Coldplay;Clocks;307879;2002;130.97;rock, pop;0.749;5;-7.215
P!nk;There You Go;202800;2000;107.908;pop;0.847;10;-6.729
Amy Winehouse;Rehab;214946;2006;71.815;R&B;0.558;0;-13.609
Flo Rida;Low (feat. T-Pain);231400;2008;128.008;hip hop, pop;0.609;10;-5.64
Lil Baby;Yes Indeed;142273;2018;119.957;hip hop;0.346;5;-9.309
Katy Perry;Hot N Cold;220226;2008;132.032;pop;0.841;7;-3.956
Little Mix;Wings;219733;2012;114.962;pop;0.875;7;-3.141
Fedde Le Grand;Put Your Hands Up for Detroit - Radio Edit;150533;2015;127.919;pop, Dance/Electronic;0.923;7;-4.525
Sam Smith;Like I Can;167065;2014;99.933;pop;0.627;7;-6.627
Billie Eilish;Bored;180933;2017;119.959;pop, Dance/Electronic;0.318;7;-12.695
Eminem;The Real Slim Shady;284200;2000;104.504;hip hop;0.661;5;-4.244
J. Holiday;Suffocate - Superclean;220053;2007;82.82;hip hop, pop, R&B, Dance/Electronic;0.445;9;-8.391
LMFAO;Sexy And I Know It;199480;2011;130.021;hip hop, pop, Dance/Electronic;0.861;7;-4.225
Robbie Williams;Tripping;276603;2005;118.014;pop, rock;0.922;2;-4.458
Justin Timberlake;SexyBack (feat. Timbaland);242733;2006;117.0;pop;0.583;7;-5.562
Dido;Thank You;218360;1999;79.984;pop;0.583;1;-9.942
JAY-Z;Empire State Of Mind;276920;2009;173.585;hip hop;0.956;11;-1.538
Red Hot Chili Peppers;Snow (Hey Oh);334666;2006;104.655;rock;0.9;11;-3.674
Christina Perri;A Thousand Years;285120;2011;139.028;pop;0.407;10;-7.445
Sam Feldt;Post Malone (feat. RANI);174444;2019;107.356;pop, Dance/Electronic;0.642;7;-3.87
Cali Swag District;Teach Me How to Dougie;237480;2011;85.013;hip hop, pop;0.438;11;-4.981
Evanescence;Bring Me To Life;235893;2003;94.612;metal;0.943;4;-3.188
Martin Jensen;Solo Dance;174933;2016;114.965;pop, Dance/Electronic;0.836;6;-2.396
Marshmello;Alone;273802;2016;141.99;pop, Dance/Electronic;0.953;2;-3.739
Camila Cabello;Liar;207038;2019;98.016;pop;0.498;11;-6.684
Selena Gomez & The Scene;Naturally;202586;2009;132.612;pop, Dance/Electronic;0.902;10;-5.406
Timbaland;Give It To Me;234026;2007;110.621;hip hop, pop, R&B;0.711;8;-3.904
Lasgo;Something;220973;2001;140.01;pop;0.981;7;-6.644
Snoop Dogg;Young, Wild & Free (feat. Bruno Mars);207333;2011;95.078;hip hop, pop;0.655;0;-6.425
Diddy - Dirty Money;Coming Home;238693;2010;168.001;hip hop, pop, R&B;0.839;7;-1.921
Rita Ora;R.I.P. (feat. Tinie Tempah);228026;2012;72.022;hip hop, pop, Dance/Electronic;0.831;11;-3.443
Ellie Goulding;On My Mind;213445;2015;154.943;pop, rock, Dance/Electronic;0.688;2;-6.607
DJ Khaled;No Brainer;260000;2018;135.702;hip hop, pop;0.76;0;-4.706
P!nk;"Just Like Fire (From the Original Motion Picture ""Alice Through The Looking Glass"")";215413;2016;162.958;pop;0.702;7;-5.92
Sugababes;Round Round;236426;2002;126.607;pop, R&B;0.845;6;-3.802
M83;Midnight City;243960;2011;105.013;rock, pop, metal, Dance/Electronic;0.729;11;-5.399
Olly Murs;Troublemaker (feat. Flo Rida);185586;2012;106.008;pop, Dance/Electronic;0.863;0;-3.689
Tory Lanez;Say It;237786;2016;107.331;hip hop, pop, R&B;0.529;11;-10.511
Lumidee;Never Leave You (Uh Oooh, Uh Oooh);184906;2003;199.958;pop, R&B;0.657;6;-6.197
KALEO;Way down We Go;219560;2015;81.663;rock, classical;0.578;10;-5.798
Ja Rule;Mesmerize;278693;2002;90.079;hip hop, pop, R&B;0.646;1;-6.653
Lykke Li;I Follow Rivers - The Magician Remix;281106;2011;122.019;pop, Dance/Electronic;0.709;9;-5.737
Basshunter;All I Ever Wanted - Radio Edit;176453;2008;144.954;pop;0.984;4;-7.051
Snoop Dogg;Beautiful;299146;2005;101.025;hip hop, pop;0.74;11;-4.936
Kendrick Lamar;m.A.A.d city;350120;2012;91.048;hip hop;0.729;2;-6.815
Baha Men;Who Let The Dogs Out;198400;2000;129.221;R&B;0.887;0;-4.505
DJ Snake;Turn Down for What;213733;2013;100.014;hip hop, pop, Dance/Electronic;0.799;1;-4.1
Razorlight;In The Morning;222453;2006;124.191;rock, pop;0.855;4;-3.495
Cascada;Evacuate The Dancefloor;207200;2009;127.029;hip hop, pop, Dance/Electronic;0.702;0;-5.87
Selena Gomez;Same Old Love;229080;2015;98.02;pop;0.593;11;-4.01
Gabriella Cilmi;Sweet About Me;202133;2008;131.977;R&B;0.701;6;-5.035
Christina Perri;Jar of Hearts;246587;2011;74.541;pop;0.348;3;-6.142
Cardi B;I Like It;253390;2018;136.048;hip hop, pop;0.726;5;-3.998
will.i.am;#thatPOWER;279506;2013;127.999;hip hop, pop;0.608;6;-6.096
Aaliyah;Try Again;284000;2002;93.02;hip hop, pop, R&B;0.622;6;-5.642
The Red Jumpsuit Apparatus;Face Down;192000;2006;92.956;pop;0.932;7;-2.189
Eminem;Shake That;274440;2005;107.005;hip hop;0.643;1;-5.785
Dizzee Rascal;Bonkers;177573;2011;126.127;hip hop, pop, Dance/Electronic;0.977;11;-3.34
Adele;Chasing Pavements;210506;2008;80.045;pop, R&B;0.47;5;-6.09
Shayne Ward;No Promises;223066;2006;79.798;pop;0.498;4;-6.087
Lilly Wood and The Prick;Prayer in C - Robin Schulz Radio Edit;189399;2014;123.002;pop, rock;0.886;9;-5.356
Bruno Mars;24K Magic;225983;2016;106.97;pop;0.803;1;-4.282
Lady Gaga;Born This Way;260253;2011;123.907;pop;0.828;11;-5.108
Drake;Headlines;235986;2011;151.894;hip hop, pop, R&B;0.566;6;-7.16
The Kooks;Naive;203506;2006;100.304;rock;0.808;8;-6.209
T-Pain;Bartender (feat. Akon);238800;2007;104.987;hip hop, pop, R&B;0.394;8;-8.539
JAY-Z;Izzo (H.O.V.A.);240626;2001;84.411;hip hop;0.844;1;-4.051
Bad Meets Evil;Lighters;303813;2011;90.268;hip hop, pop;0.695;0;-8.327
Charlie Puth;How Long;200853;2018;109.974;pop;0.561;1;-5.253
Ariana Grande;Break Free;214840;2014;129.956;pop;0.702;7;-5.324
Black Eyed Peas;Don't Lie;219000;2005;89.885;hip hop, pop;0.785;9;-5.299
MIKA;Love Today;235173;2006;124.484;pop;0.913;4;-4.981
The Streets;Fit but You Know It;254266;2004;172.302;hip hop, Dance/Electronic;0.844;6;-1.729
Outkast;Hey Ya!;235213;2003;79.526;hip hop, pop;0.974;4;-2.261
One Direction;Drag Me Down;192120;2015;138.113;pop;0.703;0;-5.672
Shawn Mendes;There's Nothing Holdin' Me Back;199440;2017;121.996;pop;0.8;2;-4.035
DJ Fresh;Hot Right Now (feat. RITA ORA) - Radio Edit;182333;2012;175.017;pop, Dance/Electronic;0.972;4;-1.569
Sofía Reyes;1, 2, 3 (feat. Jason Derulo & De La Ghetto);201526;2018;94.968;pop, latin;0.895;1;-3.112
Katy Perry;Chained To The Rhythm;237733;2017;95.029;pop;0.8;0;-5.404
Calvin Harris;How Deep Is Your Love;212640;2015;122.003;hip hop, pop, Dance/Electronic;0.868;11;-4.373
Missy Elliott;Lose Control (feat. Ciara & Fat Man Scoop);226863;2005;125.461;hip hop, pop, R&B;0.813;4;-7.105
Omarion;Ice Box;256426;2006;131.105;hip hop, pop, R&B;0.731;8;-5.446
Kiiara;Gold;225882;2015;113.049;rock, pop, Dance/Electronic;0.412;8;-9.343
Blu Cantrell;Hit 'Em Up Style (Oops!);250706;2001;89.976;pop, R&B;0.773;5;-4.983
Mariah Carey;We Belong Together;201400;2005;139.987;pop, R&B;0.476;0;-7.918
Jason Derulo;Trumpets;217306;2013;81.897;hip hop, pop;0.703;0;-4.884
Ludacris;Money Maker;230613;2006;78.756;hip hop, pop;0.598;1;-6.79
Daddy Yankee;Gasolina;192600;2004;96.009;latin;0.801;0;-6.499
Missy Elliott;4 My People (feat. Eve);289373;2001;121.392;hip hop, pop, R&B;0.701;1;-7.503
Snoop Dogg;Drop It Like It's Hot;266066;2004;92.063;hip hop, pop;0.628;1;-3.832
Aaliyah;More Than A Woman;230346;2002;86.994;hip hop, pop, R&B;0.638;11;-5.803
Ne-Yo;Let Me Love You (Until You Learn To Love Yourself);251626;2012;124.91;pop, R&B;0.677;5;-6.628
Steps;It's the Way You Make Me Feel;197360;2000;105.006;pop, Dance/Electronic;0.665;8;-5.081
DJ Sammy;Heaven;233600;2002;137.965;pop;0.953;8;-5.601
Creed;Higher;316733;1999;155.827;pop, rock, metal;0.83;2;-6.254
Mary J. Blige;Family Affair;265866;2001;92.887;pop, R&B;0.551;8;-3.75
Trick Daddy;I'm a Thug;254400;2001;139.976;hip hop, pop;0.561;11;-5.961
Avicii;Levels - Radio Edit;199906;2011;126.04;pop, Dance/Electronic;0.889;1;-5.941
Destiny's Child;Independent Women, Pt. 1;221133;2001;97.954;pop, R&B;0.602;6;-3.782
2Pac;Ghetto Gospel;238053;2004;80.569;hip hop;0.614;5;-5.352
Gary Jules;Mad World (Feat. Michael Andrews);189506;2001;174.117;pop;0.0581;3;-17.217
Desiigner;Panda;246761;2016;144.833;hip hop, pop;0.766;10;-4.943
Shakira;Hips Don't Lie (feat. Wyclef Jean);218093;2005;100.024;pop, latin;0.824;10;-5.892
Maroon 5;Makes Me Wonder;211080;2007;113.996;pop;0.851;7;-2.429
JAY-Z;I Just Wanna Love U (Give It 2 Me);227866;2000;98.631;hip hop;0.922;4;-5.125
Lady Gaga;Poker Face;237200;2008;118.999;pop;0.806;4;-4.62
Adele;Rolling in the Deep;228093;2011;104.948;pop, R&B;0.77;8;-5.114
Lady Gaga;Just Dance;241933;2008;118.992;pop;0.739;1;-4.541
The Saturdays;Higher;207613;2010;117.011;pop, Dance/Electronic;0.862;10;-3.292
LL Cool J;Headsprung;267320;2004;99.916;hip hop, pop, R&B;0.786;0;-5.76
Mýa;Case Of The Ex (Whatcha Gonna Do);236906;2000;98.0;pop, R&B;0.688;1;-4.715
Kodak Black;Tunnel Vision;268186;2017;171.853;hip hop;0.489;11;-7.724
The Weeknd;Pray For Me (with Kendrick Lamar);211440;2018;100.584;pop, R&B;0.677;2;-4.979
Drake;Pop Style;212946;2016;133.053;hip hop, pop, R&B;0.462;7;-10.027
Nicki Minaj;Pound The Alarm;205640;2012;125.055;hip hop, pop;0.858;9;-3.686
Geri Halliwell;It's Raining Men;254640;2001;136.482;pop;0.929;5;-6.03
No Doubt;Hella Good;242586;2001;115.142;rock, pop;0.665;8;-3.954
XXXTENTACION;Jocelyn Flores;119133;2017;134.021;hip hop;0.391;0;-9.144
Major Lazer;Cold Water (feat. Justin Bieber & MØ);185351;2016;92.943;hip hop, pop, Dance/Electronic;0.798;6;-5.092
Deorro;Five More Hours;211975;2015;127.961;pop, Dance/Electronic;0.883;5;-3.226
Fergie;Fergalicious;292373;2006;129.055;pop, R&B;0.584;8;-7.72
Jennifer Lopez;Play;211493;2001;104.719;hip hop, pop, R&B;0.729;1;-4.229
Fabolous;Make Me Better;253573;2007;86.491;hip hop, pop, R&B;0.599;11;-6.886
Mary Mary;Shackles (Praise You);198346;2000;100.46;R&B;0.834;7;-2.773
Lil Nas X;Old Town Road;113000;2019;135.998;hip hop, pop;0.53;1;-6.112
Avicii;SOS (feat. Aloe Blacc);157202;2019;100.001;pop, Dance/Electronic;0.645;5;-6.181
JAY-Z;Young Forever;253906;2009;140.329;hip hop;0.69;9;-3.214
B.o.B;Nothin' on You (feat. Bruno Mars);268320;2010;103.993;hip hop, pop;0.853;10;-5.814
Calvin Harris;My Way;219159;2016;119.986;hip hop, pop, Dance/Electronic;0.913;4;-3.06
Britney Spears;Oops!...I Did It Again;211160;2000;95.053;pop;0.834;1;-5.444
Steve Aoki;Just Hold On;198774;2016;114.991;hip hop, pop, Dance/Electronic;0.932;11;-3.515
Toby Keith;As Good As I Once Was;227840;2005;119.075;country;0.87;5;-4.461
Ne-Yo;Mad;254533;2008;129.94;pop, R&B;0.644;0;-5.348
Kanye West;Touch The Sky;236600;2005;98.56;hip hop;0.846;9;-4.912
Basement Jaxx;Romeo;217493;2001;126.853;pop, Dance/Electronic;0.829;2;-4.171
Kesha;Take It Off;215200;2010;125.036;pop, Dance/Electronic;0.675;5;-5.292
Alec Benjamin;Let Me Down Slowly;169353;2018;150.073;rock, pop, Dance/Electronic;0.557;1;-5.714
Fergie;Clumsy;240426;2006;184.009;pop, R&B;0.563;2;-4.046
Beyoncé;Sorry;232560;2016;129.988;pop, R&B;0.598;2;-7.274
Ludacris;Get Back;270746;2004;171.609;hip hop, pop;0.639;1;-5.16
J Balvin;Mi Gente;189029;2017;104.237;latin;0.701;11;-4.862
Hozier;Take Me To Church;241688;2014;128.945;Folk/Acoustic, pop;0.664;4;-5.303
Jeremih;Don't Tell 'Em;266840;2015;98.052;hip hop, pop, R&B;0.527;2;-5.225
Rae Sremmurd;Swang;208120;2016;139.992;hip hop, pop;0.314;8;-9.319
Pedro Capó;Calma - Remix;238200;2018;126.899;pop, latin;0.773;11;-4.218
Ludacris;Southern Hospitality (Featuring Pharrell);300933;2000;95.158;hip hop, pop;0.896;0;-4.719
Keane;Is It Any Wonder?;186173;2006;129.352;pop;0.955;11;-2.771
The Fratellis;Chelsea Dagger;215306;2006;154.514;rock;0.815;7;-3.14
Ja Rule;Always On Time;245133;2001;96.673;hip hop, pop, R&B;0.706;5;-6.104
Nelly Furtado;Maneater;258893;2006;132.722;hip hop, pop, latin;0.777;6;-4.81
Billie Eilish;lovely (with Khalid);200185;2018;115.284;pop, Dance/Electronic;0.296;4;-10.109
Eamon;Fuck It (I Don't Want You Back);225106;2004;68.507;set();0.653;0;-6.245
Capital Cities;Safe And Sound;192693;2013;117.952;pop;0.783;0;-4.829
Dynoro;In My Mind;184560;2018;125.905;pop, Dance/Electronic;0.77;6;-5.335
Eminem;'Till I Collapse;297786;2002;171.447;hip hop;0.847;1;-3.237
Gorillaz;Feel Good Inc.;222640;2005;138.559;hip hop;0.705;6;-6.679
One Direction;Best Song Ever;200106;2013;118.491;pop;0.877;1;-2.986
Tove Lo;Talking Body;238426;2014;119.999;pop, Dance/Electronic;0.761;4;-5.449
Usher;Scream;234693;2012;127.992;hip hop, pop, R&B;0.862;7;-5.18
Kiesza;Hideaway;251986;2014;122.993;pop, Dance/Electronic;0.72;7;-4.135
Tinie Tempah;Written in the Stars (feat. Eric Turner);207653;2010;91.881;hip hop, pop, Dance/Electronic;0.931;7;-4.188
Eric Prydz;Proper Education - Radio Edit;198567;2007;124.938;pop, Dance/Electronic;0.937;0;-4.543
Kesha;C'Mon;214333;2012;126.025;pop, Dance/Electronic;0.781;1;-5.448
Wiz Khalifa;Roll Up;227773;2011;125.358;hip hop, pop;0.805;3;-5.473
Rihanna;We Found Love;215226;2011;127.985;hip hop, pop, R&B;0.766;1;-4.485
Atomic Kitten;Whole Again;185013;2001;94.019;pop;0.706;4;-4.653
The Fray;Never Say Never;256613;2009;160.139;pop;0.492;8;-5.767
Lil Jon & The East Side Boyz;Lovers And Friends;260600;2004;139.861;hip hop, pop;0.501;10;-6.183
Donell Jones;Where I Wanna Be;253626;1999;102.053;pop, R&B;0.396;5;-9.131
Junior Senior;Move Your Feet;181826;2002;118.877;pop;0.904;9;-2.623
Beyoncé;Irreplaceable;227853;2007;175.868;pop, R&B;0.694;7;-4.637
ZAYN;"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""";245200;2016;117.973;pop, Dance/Electronic;0.451;0;-8.374
Chicane;Don't Give Up;210786;2016;132.017;Dance/Electronic;0.72;10;-9.635
Jonas Blue;Fast Car;212424;2015;113.901;pop, Dance/Electronic;0.587;9;-6.983
Bastille;Pompeii;214147;2013;127.435;pop, rock;0.715;9;-6.383
Meghan Trainor;Lips Are Movin;182666;2015;139.091;pop;0.825;7;-5.402
Yo Gotti;Rake It Up (feat. Nicki Minaj);276333;2017;149.953;hip hop, pop;0.444;1;-8.126
Atomic Kitten;The Tide Is High - Radio Mix;206093;2002;103.997;pop;0.649;7;-4.127
Take That;Patience;202066;2006;175.788;pop;0.783;10;-4.154
Bruno Mars;It Will Rain;257720;2011;150.017;pop;0.835;2;-6.826
Brandy;What About Us?;253200;2002;93.118;hip hop, pop, R&B;0.698;5;-2.942
Ariana Grande;The Way;227026;2013;82.324;pop;0.878;5;-3.208
Shakira;Whenever, Wherever;196160;2001;107.657;pop, latin;0.832;1;-4.862
Ellie Goulding;Burn;231211;2014;87.016;pop, rock, Dance/Electronic;0.777;1;-5.031
Sia;The Greatest (feat. Kendrick Lamar);210226;2016;191.944;pop;0.725;1;-6.127
Basshunter;Now You're Gone - Video Edit;148186;2008;147.99;pop;0.976;1;-5.503
Rihanna;Russian Roulette;227533;2009;80.051;hip hop, pop, R&B;0.486;6;-5.754
Eiffel 65;Move Your Body - Gabry Ponte Original Radio Edit;268863;1999;129.962;pop;0.958;7;-9.664
Justin Timberlake;"CAN'T STOP THE FEELING! (from DreamWorks Animation's ""TROLLS"")";236001;2016;113.03;pop;0.83;0;-5.715
Eminem;Not Afraid;248133;2010;114.635;hip hop;0.954;0;-1.19
Kanye West;Good Life;207000;2007;82.962;hip hop;0.808;1;-6.881
Fall Out Boy;My Songs Know What You Did In The Dark (Light Em Up);186826;2013;151.99;rock;0.924;9;-4.341
P!nk;U + Ur Hand;214386;2006;141.04;pop;0.891;0;-3.688
Fetty Wap;679 (feat. Remy Boyz);196693;2015;190.05;hip hop, pop;0.717;7;-5.738
A.R. Rahman;Jai Ho! (You Are My Destiny);222400;2009;136.202;set();0.941;8;-3.919
Charlie Puth;We Don't Talk Anymore (feat. Selena Gomez);217706;2016;100.017;pop;0.563;1;-8.053
Sheck Wes;Mo Bamba;183906;2018;146.034;hip hop;0.625;4;-5.266
Drake;Nonstop;238614;2018;154.983;hip hop, pop, R&B;0.412;7;-8.074
Kanye West;Jesus Walks;193733;2004;87.312;hip hop;0.834;3;-4.686
Pitbull;Time of Our Lives;229360;2014;124.022;hip hop, pop, latin;0.802;1;-5.797
Lenny Kravitz;Again;231666;2000;79.166;rock, pop;0.804;2;-5.218
R. City;Locked Away (feat. Adam Levine);227480;2015;118.413;pop;0.671;1;-5.709
Fifth Harmony;Worth It (feat. Kid Ink);224573;2015;99.987;pop;0.765;8;-3.865
